Year,Rank,Recipient,Country,Career,Tied,Title
2022,8,"Leonora Dare",Mongolia,"Medical Transcriptionist",0,"Leonora Dare"
2022,9,"Irving Conroy","Sao Tome and Principe","Semiconductor Processor",0,"Irving Conroy"
2022,10,"Maureen Wintheiser","Svalbard & Jan Mayen Islands","Sewing Machine Operator",0,"Maureen Wintheiser"
2022,1,"Bella Altenwerth",Ukraine,Trainer,0,"Bella Altenwerth"
2022,2,"Tom Kerluke",Guinea,"Head Nurse",0,"Tom Kerluke"
2022,3,"Prof. Lea Tillman","American Samoa",Admin,0,"Prof. Lea Tillman"
2022,4,"Miss Rubie Hoeger",Tunisia,"Maintenance Worker",0,"Miss Rubie Hoeger"
2022,5,"Kory Jenkins",Cuba,"Material Moving Worker",0,"Kory Jenkins"
2022,6,"Alek Hagenes","Costa Rica",Embalmer,0,"Alek Hagenes"
2022,7,"Garett Hickle",Somalia,"Recreational Vehicle Service Technician",0,"Garett Hickle"
2022,8,"Emilio Parisian","Bouvet Island (Bouvetoya)","Government Property Inspector",0,"Emilio Parisian"
2022,9,"Dr. Yvonne Volkman Sr.",Iran,"Biochemist or Biophysicist",0,"Dr. Yvonne Volkman Sr."
2022,10,"Hertha Koss","Bosnia and Herzegovina","Social Sciences Teacher",0,"Hertha Koss"
2022,1,"Jake Prohaska",Kazakhstan,"Computer Operator",0,"Jake Prohaska"
2022,2,"Nicholaus Abbott","Northern Mariana Islands",Locksmith,0,"Nicholaus Abbott"
2022,3,"Anya Cronin",Albania,"Anthropology Teacher",0,"Anya Cronin"
2022,4,"Chad Hagenes",Tunisia,"Reporters OR Correspondent",0,"Chad Hagenes"
2022,5,"Jedidiah Zieme Sr.",Reunion,"Flight Attendant",0,"Jedidiah Zieme Sr."
2022,6,"Prof. Ariel Kreiger","New Caledonia","Nursing Aide",0,"Prof. Ariel Kreiger"
2022,7,"Hertha Dicki",Afghanistan,"Electronic Drafter",0,"Hertha Dicki"
2022,8,"Jules Mills IV",Tonga,Farmer,0,"Jules Mills IV"
2022,9,"Ewell Parisian",Lebanon,"Fish Game Warden",0,"Ewell Parisian"
2022,10,"Jeramy Moen","Saint Pierre and Miquelon","Human Resources Assistant",0,"Jeramy Moen"
2022,1,"Perry Powlowski","American Samoa","Broadcast Technician",0,"Perry Powlowski"
2022,2,"Lionel Feil",Rwanda,"Electrolytic Plating Machine Operator",0,"Lionel Feil"
2022,3,"Mrs. Gwen Bartoletti Sr.",Comoros,Computer,0,"Mrs. Gwen Bartoletti Sr."
2022,4,"Hildegard Kohler",Kazakhstan,Accountant,0,"Hildegard Kohler"
2022,5,"Prof. Austin McCullough II",Bangladesh,"Boiler Operator",0,"Prof. Austin McCullough II"
2022,6,"Prof. Grayson Windler",Belgium,Musician,0,"Prof. Grayson Windler"
2022,7,"Kody Von Sr.",Panama,"Agricultural Sales Representative",0,"Kody Von Sr."
2022,8,"Aylin Pfannerstill","South Africa","Product Promoter",0,"Aylin Pfannerstill"
2022,9,"Dr. Chelsie Haley",Jordan,"Septic Tank Servicer",0,"Dr. Chelsie Haley"
2022,10,"Mariane McGlynn",France,"Sewing Machine Operator",0,"Mariane McGlynn"
2022,1,"Vicenta Johnson",Latvia,"Nonfarm Animal Caretaker",0,"Vicenta Johnson"
2022,2,"Kennith Langosh",Georgia,"Bulldozer Operator",0,"Kennith Langosh"
2022,3,"Evans Mann",Malawi,"Tool Set-Up Operator",0,"Evans Mann"
2022,4,"Conrad Harvey",Indonesia,"Chemical Technician",0,"Conrad Harvey"
2022,5,"Brent Kilback",Sweden,"Adjustment Clerk",0,"Brent Kilback"
2022,6,"Mrs. Bernadette Bartell II","Central African Republic","Metal Worker",0,"Mrs. Bernadette Bartell II"
2022,7,"Terrence Kohler",Gibraltar,"Vice President Of Human Resources",0,"Terrence Kohler"
2022,8,"Velda Kuhn III","Syrian Arab Republic",Logistician,0,"Velda Kuhn III"
2022,9,"Neha Wuckert","Equatorial Guinea","Head Nurse",0,"Neha Wuckert"
2022,10,"Cleora Gusikowski MD","Cook Islands","Rental Clerk",0,"Cleora Gusikowski MD"
2022,1,"Eladio Schuppe","New Zealand","Respiratory Therapist",0,"Eladio Schuppe"
2022,2,"Hester Parker",Switzerland,"Cultural Studies Teacher",0,"Hester Parker"
2022,3,"Angeline Ortiz","Palestinian Territories","Library Assistant",0,"Angeline Ortiz"
2022,4,"Dr. Dylan Torphy DDS",Pakistan,Welder,0,"Dr. Dylan Torphy DDS"
2022,5,"Miss Sunny Murray",Finland,"Medical Secretary",0,"Miss Sunny Murray"
2022,6,"Antone Davis",Gibraltar,"Personal Home Care Aide",0,"Antone Davis"
2022,7,"Prof. Kendrick McDermott","Puerto Rico",Garment,0,"Prof. Kendrick McDermott"
2022,8,"Dr. Gayle West",Bolivia,"Environmental Science Teacher",0,"Dr. Gayle West"
2022,9,"Corene Metz","Lao People's Democratic Republic","Copy Machine Operator",0,"Corene Metz"
2022,10,"Immanuel Von","Cayman Islands","Telecommunications Equipment Installer",0,"Immanuel Von"
2022,1,"Ms. Dakota Hand","San Marino","Vice President Of Human Resources",0,"Ms. Dakota Hand"
2022,2,"Kasandra Koelpin",Indonesia,"Mapping Technician",0,"Kasandra Koelpin"
2022,3,"Dr. Alexandre Jacobi DVM",Korea,"Zoologists OR Wildlife Biologist",0,"Dr. Alexandre Jacobi DVM"
2022,4,"Patricia Collins V",Vanuatu,"Command Control Center Officer",0,"Patricia Collins V"
2022,5,"Dakota Hagenes",Sudan,"Aircraft Assembler",0,"Dakota Hagenes"
2022,6,"Chadrick Price",Switzerland,Webmaster,0,"Chadrick Price"
2022,7,"Dr. Mariela Rohan",Hungary,"Conservation Scientist",0,"Dr. Mariela Rohan"
2022,8,"Keaton McKenzie DDS",Canada,"Atmospheric and Space Scientist",0,"Keaton McKenzie DDS"
2022,9,"Mr. Bernhard Ernser","Bosnia and Herzegovina","Administrative Law Judge",0,"Mr. Bernhard Ernser"
2022,10,"Asa Spinka",Suriname,"Financial Services Sales Agent",0,"Asa Spinka"
2022,1,"Clifton Erdman",Cambodia,"Woodworking Machine Operator",0,"Clifton Erdman"
2022,2,"Elsa Schmidt Jr.",Palau,"Waste Treatment Plant Operator",0,"Elsa Schmidt Jr."
2022,3,"Lesley Romaguera","Heard Island and McDonald Islands","Conservation Scientist",0,"Lesley Romaguera"
2022,4,"Glennie Kohler MD",Gambia,"Private Household Cook",0,"Glennie Kohler MD"
2022,5,"Mrs. Vallie Jenkins IV",Mali,"Industrial Engineering Technician",0,"Mrs. Vallie Jenkins IV"
2022,6,"Dr. Bianka Ward","United States Virgin Islands","Punching Machine Setters",0,"Dr. Bianka Ward"
2022,7,"Prof. Jevon Schiller Jr.",Greece,Assembler,0,"Prof. Jevon Schiller Jr."
2022,8,"Ms. Edyth Barrows",Cuba,"Business Operations Specialist",0,"Ms. Edyth Barrows"
2022,9,"Sadie Cruickshank Jr.",Bahamas,Movers,0,"Sadie Cruickshank Jr."
2022,10,"Kenny Greenholt",Switzerland,"Training Manager OR Development Manager",0,"Kenny Greenholt"
2022,1,"Ms. Vernice Ebert",Guinea-Bissau,"Recordkeeping Clerk",0,"Ms. Vernice Ebert"
2022,2,"Mrs. Matilda Rath MD",Djibouti,"Civil Engineer",0,"Mrs. Matilda Rath MD"
2022,3,"Cheyanne Turner IV",Qatar,"First-Line Supervisor-Manager of Landscaping, Lawn Service, and Groundskeeping Worker",0,"Cheyanne Turner IV"
2022,4,"Lizeth Hoppe",Greece,Curator,0,"Lizeth Hoppe"
2022,5,"Finn Tromp Sr.","Heard Island and McDonald Islands","Set and Exhibit Designer",0,"Finn Tromp Sr."
2022,6,"Jevon Will",Mauritius,"Personal Home Care Aide",0,"Jevon Will"
2022,7,"Maximillian Kovacek",Andorra,"Environmental Engineer",0,"Maximillian Kovacek"
2022,8,"Kayden Sporer","Faroe Islands","Medical Laboratory Technologist",0,"Kayden Sporer"
2022,9,"Nicole Monahan V",Slovenia,Bartender,0,"Nicole Monahan V"
2022,10,"Hudson Collier",Djibouti,"Manager Tactical Operations",0,"Hudson Collier"
2022,1,"Ines Funk","United States Virgin Islands","Medical Records Technician",0,"Ines Funk"
2022,2,"Santa Franecki",Bermuda,"Sheet Metal Worker",0,"Santa Franecki"
2022,3,"Eli Jacobson",Monaco,"Probation Officers and Correctional Treatment Specialist",0,"Eli Jacobson"
2022,4,"Kathleen Cummerata",Uzbekistan,"Cooling and Freezing Equipment Operator",0,"Kathleen Cummerata"
2022,5,"Prof. Madalyn McCullough",Guadeloupe,"Artillery Officer",0,"Prof. Madalyn McCullough"
2022,6,"Andy Feeney",Togo,"Claims Examiner",0,"Andy Feeney"
2022,7,"Lucinda Jaskolski","Hong Kong",Pipefitter,0,"Lucinda Jaskolski"
2022,8,"Katelyn Schowalter",Tokelau,"Audio-Visual Collections Specialist",0,"Katelyn Schowalter"
2022,9,"Rahul Ritchie",Belarus,"Product Management Leader",0,"Rahul Ritchie"
2022,10,"Kianna Rosenbaum",Iran,"Shear Machine Set-Up Operator",0,"Kianna Rosenbaum"
2022,1,"Libby Moore Jr.",Bermuda,"Chemical Technician",0,"Libby Moore Jr."
2022,2,"Cathy Larkin",Denmark,"Hazardous Materials Removal Worker",0,"Cathy Larkin"
2022,3,"Mrs. Bettye Johnson",Argentina,"Forest Fire Inspector",0,"Mrs. Bettye Johnson"
2022,4,"Dr. Randi Klocko",Kiribati,"Rail Transportation Worker",0,"Dr. Randi Klocko"
2022,5,"Sandra Ryan I",Denmark,"Library Worker",0,"Sandra Ryan I"
2022,6,"Dr. Roman Leuschke","Saint Kitts and Nevis","Electronic Equipment Assembler",0,"Dr. Roman Leuschke"
2022,7,"Allen Hammes",Sweden,"Agricultural Engineer",0,"Allen Hammes"
2022,8,"Terrell Ebert",Bahrain,"Architecture Teacher",0,"Terrell Ebert"
2022,9,"Mrs. Eloisa Dare V",Monaco,"Veterinary Assistant OR Laboratory Animal Caretaker",0,"Mrs. Eloisa Dare V"
2022,10,"Dallas Littel",Jordan,"Electrolytic Plating Machine Operator",0,"Dallas Littel"
2022,1,"Dr. Aubree Weimann Jr.",Palau,"Construction Manager",0,"Dr. Aubree Weimann Jr."
2022,2,"Prof. Coby Carter DVM",Eritrea,"Financial Manager",0,"Prof. Coby Carter DVM"
2022,3,"Irma Connelly","Cote d'Ivoire","Home Health Aide",0,"Irma Connelly"
2022,4,"Ashlee Lehner",Belarus,"Locomotive Firer",0,"Ashlee Lehner"
2022,5,"Prof. Eduardo Schroeder PhD",Panama,"Human Resources Manager",0,"Prof. Eduardo Schroeder PhD"
2022,6,"Lupe Dickens",Greenland,"Executive Secretary",0,"Lupe Dickens"
2022,7,"Alexandria Kassulke",Denmark,"Motion Picture Projectionist",0,"Alexandria Kassulke"
2022,8,"Kenya Shanahan",China,"Farm Equipment Mechanic",0,"Kenya Shanahan"
2022,9,"Mr. Julien Lind",Belize,"Interaction Designer",0,"Mr. Julien Lind"
2022,10,"Enrico Kuphal Sr.",Brazil,"Appliance Repairer",0,"Enrico Kuphal Sr."
2022,1,"Gregorio Haag PhD",Serbia,"Mining Engineer OR Geological Engineer",0,"Gregorio Haag PhD"
2022,2,"Mona Reynolds",Nauru,"Sketch Artist",0,"Mona Reynolds"
2022,3,"Trey Jakubowski","Northern Mariana Islands","Hand Presser",0,"Trey Jakubowski"
2022,4,"Kaden Howell",Ecuador,"Drywall Ceiling Tile Installer",0,"Kaden Howell"
2022,5,"Dorothea Nikolaus","United Arab Emirates","Telephone Operator",0,"Dorothea Nikolaus"
2022,6,"Brian Jacobs III",Thailand,Singer,0,"Brian Jacobs III"
2022,7,"Helen Pouros",Taiwan,"Agricultural Sales Representative",0,"Helen Pouros"
2022,8,"Ted Gaylord",Aruba,"Central Office and PBX Installers",0,"Ted Gaylord"
2022,9,"Dr. Francesco Howell DVM","Saint Barthelemy","Film Laboratory Technician",0,"Dr. Francesco Howell DVM"
2022,10,"Prof. Isac Heathcote","Papua New Guinea","Tool Sharpener",0,"Prof. Isac Heathcote"
2022,1,"Ms. Ernestina Dach",Tajikistan,"Metal Molding Operator",0,"Ms. Ernestina Dach"
2022,2,"Mr. Nels Batz",Albania,"Government Property Inspector",0,"Mr. Nels Batz"
2022,3,"Dr. Amanda Bartell",Lesotho,"Supervisor of Police",0,"Dr. Amanda Bartell"
2022,4,"Krystel Vandervort",Malawi,"Program Director",0,"Krystel Vandervort"
2022,5,"Hollie Fahey","Czech Republic","Manager of Weapons Specialists",0,"Hollie Fahey"
2022,6,"Mr. Nasir Schimmel",Cyprus,Announcer,0,"Mr. Nasir Schimmel"
2022,7,"Lonnie Price",Liechtenstein,Psychologist,0,"Lonnie Price"
2022,8,"Dax Murphy III",Andorra,Assessor,0,"Dax Murphy III"
2022,9,"Javon Feil II",Gibraltar,"Municipal Fire Fighter",0,"Javon Feil II"
2022,10,"Devonte Walsh V",Bolivia,"Psychology Teacher",0,"Devonte Walsh V"
2022,1,"Violet Sauer","Central African Republic","Pipe Fitter",0,"Violet Sauer"
2022,2,"Edythe Murray",Zambia,Archivist,0,"Edythe Murray"
2022,3,"Dr. Kathleen Schulist",Malta,"Grounds Maintenance Worker",0,"Dr. Kathleen Schulist"
2022,4,"Mr. Judson D'Amore",Cyprus,Stevedore,0,"Mr. Judson D'Amore"
2022,5,"Dr. Kailee Huel","Saint Helena","Pewter Caster",0,"Dr. Kailee Huel"
2022,6,"Horace Stamm","Wallis and Futuna","Housekeeping Supervisor",0,"Horace Stamm"
2022,7,"Marty Harris MD",Nepal,Welder-Fitter,0,"Marty Harris MD"
2022,8,"America Wolff",Thailand,"Court Clerk",0,"America Wolff"
2022,9,"Ms. Berniece Zboncak I","Norfolk Island","Marine Architect",0,"Ms. Berniece Zboncak I"
2022,10,"Laurie Lockman","Sierra Leone",Construction,0,"Laurie Lockman"
2022,1,"Dr. Humberto Rowe","Central African Republic","Clinical Laboratory Technician",0,"Dr. Humberto Rowe"
2022,2,"Fletcher Sawayn","Antarctica (the territory South of 60 deg S)","Molding and Casting Worker",0,"Fletcher Sawayn"
2022,3,"Marlee Roberts","Brunei Darussalam",Singer,0,"Marlee Roberts"
2022,4,"Jerel Schaden",Singapore,"Camera Operator",0,"Jerel Schaden"
2022,5,"Miss Felipa Kiehn",Uzbekistan,"Veterinary Technician",0,"Miss Felipa Kiehn"
2022,6,"Miss Leann Yost DDS",Mozambique,"Business Teacher",0,"Miss Leann Yost DDS"
2022,7,"Dr. Ella Gulgowski",Chile,Judge,0,"Dr. Ella Gulgowski"
2022,8,"Charlotte Beier",Aruba,Interviewer,0,"Charlotte Beier"
2022,9,"Prof. Nikko Daniel",Montenegro,"Soil Scientist OR Plant Scientist",0,"Prof. Nikko Daniel"
2022,10,"Mitchell Hirthe","Papua New Guinea","Transportation Attendant",0,"Mitchell Hirthe"
2022,1,"Verna Daniel","Burkina Faso","Order Filler OR Stock Clerk",0,"Verna Daniel"
2022,2,"Natasha Jerde",Oman,"Mechanical Drafter",0,"Natasha Jerde"
2022,3,"Dr. Demetrius Rohan IV","United Arab Emirates","Train Crew",0,"Dr. Demetrius Rohan IV"
2022,4,"Jadon Stark V",Rwanda,TSA,0,"Jadon Stark V"
2022,5,"Mrs. Selena Tremblay",Guam,"General Farmworker",0,"Mrs. Selena Tremblay"
2022,6,"Benton Wuckert","Sri Lanka","Procurement Clerk",0,"Benton Wuckert"
2022,7,"Prof. Dion Howe DVM",Israel,"Construction Equipment Operator",0,"Prof. Dion Howe DVM"
2022,8,"Elian Veum",Brazil,"Shoe Machine Operators",0,"Elian Veum"
2022,9,"Madelyn Ritchie",Chad,Lawyer,0,"Madelyn Ritchie"
2022,10,"Reta Kemmer",Djibouti,Cook,0,"Reta Kemmer"
2022,1,"Alberto Stokes DVM",Japan,"Tour Guide",0,"Alberto Stokes DVM"
2022,2,"Melissa Daugherty III",Egypt,"Able Seamen",0,"Melissa Daugherty III"
2022,3,"Prof. Reece Hilpert","Sao Tome and Principe","Aerospace Engineer",0,"Prof. Reece Hilpert"
2022,4,"Michel Skiles","Palestinian Territories","Eligibility Interviewer",0,"Michel Skiles"
2022,5,"Adelle Stark",Lesotho,"Bartender Helper",0,"Adelle Stark"
2022,6,"Jillian Sauer","United States of America","Education Teacher",0,"Jillian Sauer"
2022,7,"Barney Beahan","British Virgin Islands","Software Engineer",0,"Barney Beahan"
2022,8,"Dr. Lera Nolan IV",Afghanistan,Home,0,"Dr. Lera Nolan IV"
2022,9,"Miss Autumn Hessel DVM","Cape Verde","Automotive Technician",0,"Miss Autumn Hessel DVM"
2022,10,"Nichole Metz MD",Kazakhstan,"Log Grader and Scaler",0,"Nichole Metz MD"
2022,1,"Martina Langworth V",Moldova,"Customer Service Representative",0,"Martina Langworth V"
2022,2,"Bud Kulas","Wallis and Futuna","Septic Tank Servicer",0,"Bud Kulas"
2022,3,"Jarvis Feil",Spain,"Wholesale Buyer",0,"Jarvis Feil"
2022,4,"Marian Harber IV","Papua New Guinea","Mechanical Engineering Technician",0,"Marian Harber IV"
2022,5,"Dr. Vada Daugherty","Sao Tome and Principe",CFO,0,"Dr. Vada Daugherty"
2022,6,"Liza Reichert",Colombia,"Biochemist or Biophysicist",0,"Liza Reichert"
2022,7,"Richie Hauck","South Africa","Philosophy and Religion Teacher",0,"Richie Hauck"
2022,8,"Fern Runolfsdottir","Syrian Arab Republic","Machine Tool Operator",0,"Fern Runolfsdottir"
2022,9,"Dayne Luettgen",Philippines,"Mail Clerk",0,"Dayne Luettgen"
2022,10,"Leonor Green","Falkland Islands (Malvinas)",Opticians,0,"Leonor Green"
2022,1,"Dr. Tina Powlowski",Reunion,"Animal Trainer",0,"Dr. Tina Powlowski"
2022,2,"Mr. Robb Doyle DVM",Liberia,"Dot Etcher",0,"Mr. Robb Doyle DVM"
2022,3,"Prof. Helene Krajcik IV",Belarus,Heaters,0,"Prof. Helene Krajcik IV"
2022,4,"Talia Dickinson",Bermuda,"Sys Admin",0,"Talia Dickinson"
2022,5,"Dr. Clotilde Harber",Belgium,"Metal-Refining Furnace Operator",0,"Dr. Clotilde Harber"
2022,6,"Dr. Itzel Schmitt PhD","Burkina Faso",Gauger,0,"Dr. Itzel Schmitt PhD"
2022,7,"Jana Kihn","Western Sahara","Soil Scientist OR Plant Scientist",0,"Jana Kihn"
2022,8,"Newton Fay","Central African Republic","Buffing and Polishing Operator",0,"Newton Fay"
2022,9,"Leda Labadie",Tajikistan,"Plating Operator",0,"Leda Labadie"
2022,10,"Gilberto Pollich",Turkmenistan,"Geography Teacher",0,"Gilberto Pollich"
2022,1,"Audie O'Connell",Denmark,"Manager of Weapons Specialists",0,"Audie O'Connell"
2022,2,"Elian Weimann",Canada,"Biomedical Engineer",0,"Elian Weimann"
2022,3,"Emilio Streich DDS",Algeria,"First-Line Supervisor-Manager of Landscaping, Lawn Service, and Groundskeeping Worker",0,"Emilio Streich DDS"
2022,4,"Kareem Kuvalis",Togo,"Telecommunications Line Installer",0,"Kareem Kuvalis"
2022,5,"Brianne Cummerata",Portugal,Geoscientists,0,"Brianne Cummerata"
2022,6,"Rita Glover IV",Senegal,"Insurance Underwriter",0,"Rita Glover IV"
2022,7,"Antonina Russel","Bouvet Island (Bouvetoya)","Etcher and Engraver",0,"Antonina Russel"
2022,8,"Miss Haylee Will",Zimbabwe,"Umpire and Referee",0,"Miss Haylee Will"
2022,9,"Rachelle Jones",Nigeria,"MARCOM Manager",0,"Rachelle Jones"
2022,10,"Bret McCullough",Gambia,"Supervisor of Police",0,"Bret McCullough"
2022,1,"Annetta Yundt",Lithuania,Interviewer,0,"Annetta Yundt"
2022,2,"Hiram King",Aruba,"Musical Instrument Tuner",0,"Hiram King"
2022,3,"Pearlie Reichert",Somalia,"Percussion Instrument Repairer",0,"Pearlie Reichert"
2022,4,"Zula Kilback",Turkmenistan,"Power Distributors OR Dispatcher",0,"Zula Kilback"
2022,5,"Miss Kristina Kulas II",Paraguay,Waiter,0,"Miss Kristina Kulas II"
2022,6,"Prof. Euna Schultz",Sudan,"Annealing Machine Operator",0,"Prof. Euna Schultz"
2022,7,"Tiffany Gorczany",Myanmar,"Secondary School Teacher",0,"Tiffany Gorczany"
2022,8,"Aglae Kihn","United Arab Emirates","Printing Machine Operator",0,"Aglae Kihn"
2022,9,"Prof. Eugenia Pagac",Angola,"Physical Scientist",0,"Prof. Eugenia Pagac"
2022,10,"Mrs. Etha Yundt DDS",Tuvalu,"Dental Laboratory Technician",0,"Mrs. Etha Yundt DDS"
2022,1,"Prof. Ona Langosh Jr.",Malaysia,"Team Assembler",0,"Prof. Ona Langosh Jr."
2022,2,"Miss Gina Lubowitz Jr.",Bolivia,Boilermaker,0,"Miss Gina Lubowitz Jr."
2022,3,"Lila Schroeder","Pitcairn Islands","Mining Engineer OR Geological Engineer",0,"Lila Schroeder"
2022,4,"Adriel Lueilwitz",Reunion,"Hoist and Winch Operator",0,"Adriel Lueilwitz"
2022,5,"Elena Gulgowski",Mauritius,"Emergency Management Specialist",0,"Elena Gulgowski"
2022,6,"Celestine Keeling",Andorra,"Office Clerk",0,"Celestine Keeling"
2022,7,"Marcelle Lynch",Namibia,"Hazardous Materials Removal Worker",0,"Marcelle Lynch"
2022,8,"Marquise Kreiger","Syrian Arab Republic",Producer,0,"Marquise Kreiger"
2022,9,"Jamaal Harber",Kenya,"Counseling Psychologist",0,"Jamaal Harber"
2022,10,"Mr. Claude Rowe","Western Sahara",Council,0,"Mr. Claude Rowe"
2022,1,"Marc Stokes",Samoa,"Personnel Recruiter",0,"Marc Stokes"
2022,2,"Clement Tremblay",Comoros,"Makeup Artists",0,"Clement Tremblay"
2022,3,"Dr. Jerrold Kutch MD",Tonga,"Social and Human Service Assistant",0,"Dr. Jerrold Kutch MD"
2022,4,"Barrett Daniel",Mayotte,"Horticultural Worker",0,"Barrett Daniel"
2022,5,"Else Schiller",Botswana,Platemaker,0,"Else Schiller"
2022,6,"Marilyne Wolf",Luxembourg,"Pipelaying Fitter",0,"Marilyne Wolf"
2022,7,"Zoe Lind",Colombia,"Forest and Conservation Technician",0,"Zoe Lind"
2022,8,"Yoshiko Bernier",Bulgaria,"Waste Treatment Plant Operator",0,"Yoshiko Bernier"
2022,9,"Dr. Hayley Roob I",Monaco,"Biological Science Teacher",0,"Dr. Hayley Roob I"
2022,10,"Connie Schaden II",Djibouti,"Model Maker",0,"Connie Schaden II"
2022,1,"Dr. Lauren Frami I","Pitcairn Islands","Multi-Media Artist",0,"Dr. Lauren Frami I"
2022,2,"Mrs. Natalia Yost PhD",Belgium,Photographer,0,"Mrs. Natalia Yost PhD"
2022,3,"Jodie Effertz",Brazil,"Private Sector Executive",0,"Jodie Effertz"
2022,4,"Norval Stroman","French Guiana","Painting Machine Operator",0,"Norval Stroman"
2022,5,"Judah Harvey",Kazakhstan,City,0,"Judah Harvey"
2022,6,"Luz Olson",Montenegro,"Preschool Education Administrators",0,"Luz Olson"
2022,7,"Junius Wolff V",Chile,"Project Manager",0,"Junius Wolff V"
2022,8,"Geovany Rolfson",Yemen,"Stationary Engineer",0,"Geovany Rolfson"
2022,9,"Miss Eleanore Little",Togo,"Insurance Investigator",0,"Miss Eleanore Little"
2022,10,"Dayne Bosco",Philippines,"History Teacher",0,"Dayne Bosco"
2022,1,"Prof. Garfield Collier","Saint Vincent and the Grenadines","Training Manager OR Development Manager",0,"Prof. Garfield Collier"
2022,2,"Natalia Schowalter Jr.",Albania,"Nursery Manager",0,"Natalia Schowalter Jr."
2022,3,"Hope Stokes",Comoros,Physician,0,"Hope Stokes"
2022,4,"Kenyon Dickinson II",Denmark,"Slot Key Person",0,"Kenyon Dickinson II"
2022,5,"Mavis Kub I",Bolivia,"Mail Clerk",0,"Mavis Kub I"
2022,6,"Prof. Raegan Schowalter I",Togo,"Plasterer OR Stucco Mason",0,"Prof. Raegan Schowalter I"
2022,7,"Verdie Brekke",Greenland,"Highway Patrol Pilot",0,"Verdie Brekke"
2022,8,"Nicolas Brekke","Czech Republic","Textile Knitting Machine Operator",0,"Nicolas Brekke"
2022,9,"Roman Collins",Gambia,"Logging Equipment Operator",0,"Roman Collins"
2022,10,"Dayne Rath",Lesotho,"Machine Tool Operator",0,"Dayne Rath"
2022,1,"Wilford Kirlin",Australia,Decorator,0,"Wilford Kirlin"
2022,2,"Mrs. Felicita Greenholt",Netherlands,"Pesticide Sprayer",0,"Mrs. Felicita Greenholt"
2022,3,"Demetrius Feest",Rwanda,"Elevator Installer and Repairer",0,"Demetrius Feest"
2022,4,"Eleanora Mitchell II",Israel,Physician,0,"Eleanora Mitchell II"
2022,5,"Millie Labadie",Albania,Archivist,0,"Millie Labadie"
2022,6,"Dr. Peter Fadel","Norfolk Island","Transportation Worker",0,"Dr. Peter Fadel"
2022,7,"Elvis Kub",Taiwan,"Valve Repairer OR Regulator Repairer",0,"Elvis Kub"
2022,8,"Donald Volkman","Costa Rica","Brattice Builder",0,"Donald Volkman"
2022,9,"Kiarra Durgan",Botswana,"Word Processors and Typist",0,"Kiarra Durgan"
2022,10,"Velma Nienow",Gambia,"Video Editor",0,"Velma Nienow"
2022,1,"Nakia Nitzsche",Myanmar,"Postal Service Mail Carrier",0,"Nakia Nitzsche"
2022,2,"Gilbert Kautzer","Saint Vincent and the Grenadines","Precision Instrument Repairer",0,"Gilbert Kautzer"
2022,3,"Serena Miller",Bermuda,"Production Inspector",0,"Serena Miller"
2022,4,"Herman Thompson",Bangladesh,"Tire Changer",0,"Herman Thompson"
